cust_id,customer_joining_date,acc_num,acc_status,rel_type,last_txn_date,branch_code,lien,od_limit,credit_score,gender,occupation,seg,risk_prof,kyc_status,aqb,dob,age,txn_count_last_month,total_txn_value,multi_account_holder,tenure_days
CUST108849,2006-05-27,3979459207585963,Active,Joint,2025-04-30,BR001,31669.480708665087,375956.5671165695,741,M,Farmer,HNI,Medium,Pending,46678.06187317348,1968-06-05,57,12,14579.91,1,6935
CUST109290,2005-05-27,5503587811833042,Active,Joint,2025-03-30,BR001,31088.805043994173,36503.03824410493,572,F,Doctor,Corporate,Low,Verified,50525.59033193234,1948-06-10,77,23,10884.05,0,7300
CUST102789,2012-05-25,8033663886585413,Active,Joint,2025-05-20,BR001,96953.01505766124,389694.7991481808,615,M,Software Developer,HNI,Low,Pending,12912.776149934674,1976-06-03,49,15,21046.28,1,4745
CUST105240,2007-05-27,3370662237369580,Active,Secondary,2025-04-30,BR001,69399.62828457051,462068.1994299521,874,M,Entrepreneur,HNI,Medium,Pending,16539.79162798292,1946-06-11,79,1,48779.58,0,6570
CUST110540,2022-05-23,2872988595762498,Active,Secondary,2025-03-14,BR001,80793.5999633128,190546.2745433958,474,M,Entrepreneur,HNI,Medium,Verified,90297.08469600008,1960-06-07,65,22,82309.16,1,1095
CUST113141,2008-05-26,7318983817385563,Active,Primary,2025-01-01,BR001,69295.34407769355,361198.3711412473,569,M,Entrepreneur,HNI,Medium,Verified,18386.29019217662,1962-06-07,63,15,85786.79,1,6205
CUST110240,2024-05-22,7189708120779204,Active,Secondary,2025-04-17,BR001,74533.67957729328,332594.3090382952,415,M,Scientist,HNI,Low,Verified,68647.2473839348,1992-05-30,33,30,85283.56,1,365
CUST100798,2010-05-26,1688005797353833,Active,Primary,2025-03-05,BR001,37025.053455853806,415461.2581332032,449,F,Scientist,Retail,Low,Pending,62581.07636735522,2005-05-27,20,18,44148.38,0,5475
CUST114891,2018-05-24,7991825059593139,Active,Secondary,2025-02-18,BR001,95883.0879362282,100467.14330703924,440,F,Doctor,HNI,High,Verified,77454.76737383827,2001-05-28,24,7,60378.24,1,2555
CUST113859,2013-05-25,6550009897701677,Active,Secondary,2025-05-17,BR001,71003.28858490128,377003.6340757152,383,M,Software Developer,Corporate,Low,Rejected,69422.87214904983,1954-06-09,71,11,12108.91,1,4380
CUST104055,2014-05-25,9572501223889383,Active,Primary,2025-01-29,BR001,76344.86492681596,231712.3469332687,606,F,Doctor,HNI,Medium,Pending,15609.816807068915,1960-06-07,65,22,88349.3,1,4015
CUST103303,2006-05-27,7971966206647888,Active,Secondary,2025-03-25,BR001,2400.9955478981883,62486.72679900806,303,F,Scientist,Retail,Low,Verified,66304.27424879945,1988-05-31,37,8,27735.71,1,6935
CUST101444,2020-05-23,2831125500305761,Active,Primary,2025-03-27,BR001,41222.63860087044,289475.3996640705,586,F,Artist,Corporate,Medium,Rejected,87189.18361639125,1980-06-02,45,16,32406.47,1,1825
CUST101398,2007-05-27,2784087523315205,Active,Primary,2025-04-17,BR001,45611.17187605671,263705.8787379167,454,M,Engineer,Corporate,Low,Rejected,32881.33775170901,2004-05-27,21,7,29367.58,1,6570
CUST110997,2012-05-25,8220118130624346,Active,Secondary,2025-02-08,BR001,88099.90242061742,467721.9565628636,617,F,Farmer,HNI,Medium,Verified,93324.38809116089,1952-06-09,73,15,10947.59,0,4745
CUST100996,2010-05-26,5280974167666641,Active,Joint,2025-03-18,BR001,47082.84397543766,192136.1568952083,847,M,Accountant,Corporate,Medium,Rejected,32613.512744245403,1947-06-11,78,22,71316.34,1,5475
CUST100750,2016-05-24,1506978873094523,Active,Secondary,2025-01-25,BR001,50653.73305465592,127202.43111786644,796,F,Teacher,Retail,Medium,Rejected,55048.11923162509,1996-05-29,29,4,44449.81,1,3285
CUST102087,2020-05-23,6767409475600604,Active,Joint,2025-05-09,BR001,42391.3940591927,212673.7375405356,401,M,Software Developer,Corporate,High,Rejected,95451.92162591223,1980-06-02,45,7,90276.25,1,1825
CUST101432,2008-05-26,4242719748263966,Active,Primary,2025-03-09,BR001,11403.436672352153,236122.37854840732,766,M,Entrepreneur,HNI,High,Pending,32357.829234141194,1981-06-02,44,28,77176.12,0,6205
CUST108158,2010-05-26,1821183019865303,Active,Primary,2025-04-24,BR001,75964.9459271379,130605.87733830886,336,F,Teacher,HNI,Low,Pending,44236.297894574505,1958-06-08,67,27,2861.87,1,5475
CUST111916,2021-05-23,6253870573507917,Active,Secondary,2025-03-27,BR001,5382.536623265822,161991.22588486818,390,F,Accountant,Corporate,High,Verified,39710.555482874624,1991-05-31,34,2,88808.16,0,1460
CUST101088,2023-05-23,3539841579275608,Active,Joint,2025-02-07,BR001,74189.22475937291,375480.27136880654,406,M,Doctor,HNI,High,Verified,37847.62136687077,2003-05-28,22,6,30769.04,1,730
CUST103309,2014-05-25,9218301288163261,Active,Primary,2025-03-26,BR001,95589.440871021,55586.24982886304,629,M,Artist,Retail,Medium,Pending,54171.87742456998,1948-06-10,77,14,56989.75,0,4015
CUST114469,2005-05-27,2384927077593912,Active,Joint,2025-04-26,BR001,10951.8372766493,181134.8941250725,379,M,Accountant,HNI,High,Verified,62618.61520498001,1947-06-11,78,2,80653.6,0,7300
CUST110133,2014-05-25,1957965717498747,Active,Joint,2025-02-05,BR001,64395.33229934127,301198.22826012905,797,M,Teacher,Retail,High,Verified,24594.530650442262,2002-05-28,23,1,94264.05,1,4015
CUST104249,2013-05-25,9526940615453073,Active,Secondary,2025-03-26,BR001,38555.617806560025,162754.06228897895,603,M,Farmer,Corporate,Medium,Rejected,61451.813145616514,1965-06-06,60,2,58460.77,1,4380
CUST110931,2016-05-24,4872652320577271,Active,Primary,2025-01-10,BR001,24756.218118560213,499583.35025968327,477,M,Software Developer,HNI,Low,Verified,28091.944895799166,1979-06-03,46,7,33486.68,0,3285
CUST103899,2019-05-24,4080957389148300,Active,Joint,2025-03-17,BR001,63501.021662575375,26720.94245999796,303,F,Engineer,Corporate,Medium,Verified,52573.41657424216,2000-05-28,25,8,27903.43,1,2190
CUST101753,2012-05-25,2649154444400866,Active,Primary,2025-05-10,BR001,40822.58467248092,220156.2442466387,787,M,Farmer,HNI,Low,Rejected,60543.98429647117,1966-06-06,59,10,16840.49,1,4745
CUST111914,2022-05-23,8153370496948722,Active,Joint,2025-03-05,BR001,30661.368883817908,300236.0509426779,876,M,Entrepreneur,Retail,Low,Rejected,33084.54875659014,1966-06-06,59,25,87587.18,1,1095
CUST113257,2011-05-26,1045407925083484,Active,Joint,2025-05-18,BR001,73778.67604245717,83139.0832822625,813,M,Accountant,Retail,Low,Verified,67942.99813774916,1990-05-31,35,28,80732.53,0,5110
CUST106848,2009-05-26,9737585834478437,Active,Primary,2025-03-06,BR001,68459.45155495069,289380.26376790536,895,M,Doctor,Corporate,Medium,Rejected,27797.46624784331,1996-05-29,29,3,80673.0,1,5840
CUST106362,2021-05-23,7777019687729245,Active,Joint,2025-02-05,BR001,16466.659430817843,102449.48465412886,380,F,Farmer,HNI,Medium,Pending,87999.62864706384,1970-06-05,55,18,74249.93,1,1460
CUST102409,2007-05-27,2990865103133385,Active,Secondary,2025-01-08,BR001,88225.09126577637,222026.2387584156,866,M,Doctor,Corporate,Medium,Verified,79662.3752457243,1983-06-02,42,10,56133.55,1,6570
CUST107740,2022-05-23,4595457224946216,Active,Joint,2025-01-04,BR001,6798.639374160198,413567.19266348286,526,M,Software Developer,Corporate,Medium,Pending,91237.88254280464,1993-05-30,32,15,27234.24,0,1095
CUST107071,2008-05-26,2931001556404823,Active,Joint,2025-05-01,BR001,85331.90415911039,415662.3901927437,440,M,Entrepreneur,Retail,Low,Rejected,67815.70707049867,1953-06-09,72,7,33949.03,1,6205
CUST101840,2007-05-27,4740000237333022,Active,Joint,2025-02-22,BR001,61500.76083880196,10716.635308262226,843,F,Farmer,Corporate,Low,Pending,38099.19121884953,1999-05-29,26,4,55854.0,0,6570
CUST113306,2008-05-26,3342811420095364,Active,Joint,2025-05-12,BR001,55739.35992471192,351033.8900615957,523,M,Merchant,Retail,Medium,Pending,28254.4555022856,1951-06-10,74,7,69251.87,0,6205
CUST109454,2011-05-26,2477644759375059,Active,Primary,2025-04-02,BR001,28599.01337529104,97718.2713358338,647,F,Software Developer,Retail,High,Pending,67600.5315266526,1954-06-09,71,5,15546.61,1,5110
CUST110486,2009-05-26,4854097051272118,Active,Primary,2025-03-18,BR001,55518.43952564565,79620.00961174033,533,M,Merchant,Corporate,Medium,Rejected,12762.527889966676,1974-06-04,51,22,67193.86,1,5840
CUST112667,2012-05-25,9833348320112601,Active,Secondary,2025-02-14,BR001,80516.85757830461,303068.1181373237,361,M,Farmer,Corporate,Low,Pending,46704.69754584595,1982-06-02,43,8,45728.61,1,4745
CUST100366,2010-05-26,8321540269636490,Active,Joint,2025-04-02,BR001,20721.155479268928,50024.52547704437,894,M,Engineer,Retail,Low,Verified,41976.877880521846,2005-05-27,20,5,48902.62,0,5475
CUST109099,2019-05-24,5354553243879752,Active,Secondary,2025-05-07,BR001,96780.22975673164,303591.9118450986,741,M,Artist,HNI,High,Pending,56098.62436313625,1949-06-10,76,24,34651.21,1,2190
CUST104232,2021-05-23,9552533732173181,Active,Primary,2025-03-18,BR001,85784.34051670595,336500.9152368486,784,M,Scientist,Retail,Low,Rejected,13203.274712171991,1972-06-04,53,19,25724.62,1,1460
CUST102977,2021-05-23,7725145177456543,Active,Joint,2025-01-09,BR001,61053.898464457256,391461.7303172974,535,M,Software Developer,Corporate,Low,Rejected,45809.35691226682,1967-06-06,58,25,27073.94,1,1460
CUST112604,2005-05-27,9073010172536725,Active,Primary,2025-01-24,BR001,88949.26448443104,270050.9686947118,546,F,Entrepreneur,HNI,Medium,Verified,72009.81465551314,1991-05-31,34,3,13782.02,0,7300
CUST100121,2015-05-25,1613869206436563,Active,Joint,2025-02-23,BR001,55999.93970658111,473347.1115100112,736,F,Engineer,Retail,Low,Rejected,40438.14419527045,1948-06-10,77,8,54927.14,1,3650
CUST109680,2012-05-25,6242931721503564,Active,Primary,2025-04-28,BR001,8239.043102327581,333593.291393683,529,F,Software Developer,HNI,Low,Rejected,26331.41884603904,2003-05-28,22,8,57727.46,1,4745
CUST110315,2011-05-26,9028045867144596,Active,Primary,2025-04-22,BR001,82103.71453095488,210751.81557543812,357,F,Teacher,Retail,High,Verified,76534.97079123443,1961-06-07,64,17,51067.42,1,5110
CUST105571,2010-05-26,5212907095313269,Active,Primary,2025-01-24,BR001,6409.656175540168,335115.507026294,897,F,Entrepreneur,HNI,High,Pending,39217.35535068832,2003-05-28,22,26,12690.32,1,5475
CUST109660,2018-05-24,8463180767261668,Active,Primary,2025-03-03,BR001,87620.2634314442,19425.950916603077,581,F,Scientist,HNI,Low,Rejected,79133.34332395466,1961-06-07,64,4,66668.49,0,2555
CUST103585,2014-05-25,6285736932540519,Active,Joint,2025-02-24,BR001,36649.56132153341,497177.3340939789,808,F,Accountant,Corporate,High,Pending,49920.53633093535,1984-06-01,41,19,52004.7,1,4015
CUST100679,2014-05-25,9080598499735390,Active,Joint,2025-04-16,BR001,21808.32820245769,62246.27390009899,894,M,Entrepreneur,Retail,Low,Rejected,70730.85708238027,1953-06-09,72,18,30557.26,0,4015
CUST106180,2015-05-25,2106797464528147,Active,Secondary,2025-03-10,BR001,68623.63513488964,236602.5654519128,303,M,Farmer,Retail,High,Verified,31239.33642620853,1948-06-10,77,5,58535.3,1,3650
CUST104235,2005-05-27,3875035224638365,Active,Secondary,2025-04-06,BR001,22269.832152226467,167367.44174161012,807,M,Teacher,HNI,High,Verified,70701.4178041448,1970-06-05,55,23,96699.98,0,7300
CUST113775,2014-05-25,2481177189539025,Active,Joint,2025-02-23,BR001,2474.893059853633,227242.98753971903,389,M,Teacher,Corporate,Low,Pending,36425.89464722792,1982-06-02,43,25,41273.17,1,4015
CUST105526,2016-05-24,4469381243406585,Active,Primary,2025-02-03,BR001,98690.81401138513,104125.92285124182,644,M,Doctor,HNI,Low,Pending,51155.15030156996,1951-06-10,74,11,56655.66,1,3285
CUST114851,2012-05-25,8915685216241823,Active,Primary,2025-03-22,BR001,22666.532980685563,386825.2852107415,472,F,Engineer,HNI,Low,Rejected,58316.30075180176,1989-05-31,36,29,93055.01,1,4745
CUST101640,2007-05-27,4064232187838039,Active,Secondary,2025-03-08,BR001,77846.21751699894,38220.609518869605,681,M,Artist,Retail,High,Verified,11382.830246504298,1998-05-29,27,27,17483.98,1,6570
CUST112629,2022-05-23,8791574064632292,Active,Secondary,2025-04-01,BR001,86175.91016572507,234358.64414900765,642,F,Entrepreneur,HNI,High,Rejected,64528.43549623278,1998-05-29,27,23,88784.48,1,1095
CUST103516,2013-05-25,1243553819933670,Active,Primary,2025-01-15,BR001,33868.239199662086,83891.93116354996,726,M,Entrepreneur,Retail,Low,Verified,30090.29537860921,1955-06-09,70,16,73507.22,0,4380
CUST113219,2010-05-26,7773225392518012,Active,Joint,2025-03-26,BR001,78006.42226224109,166161.8747155271,610,F,Farmer,HNI,High,Pending,59399.73877815005,1950-06-10,75,28,27094.27,1,5475
CUST114332,2017-05-24,6578406144243319,Active,Secondary,2025-01-05,BR001,92356.54407768558,192341.1061903781,777,M,Doctor,Corporate,High,Rejected,84270.26695857255,2004-05-27,21,28,6694.29,1,2920
CUST111690,2023-05-23,7127384170069730,Active,Primary,2025-05-14,BR001,26375.4201264081,266718.44697512593,892,M,Software Developer,HNI,Medium,Rejected,12888.087121114657,1975-06-04,50,18,12304.79,1,730
CUST112012,2011-05-26,9149571303546148,Active,Primary,2025-03-03,BR001,82003.92351245791,398379.7400841804,556,M,Farmer,Corporate,Medium,Verified,43159.9041794191,2003-05-28,22,27,70960.13,1,5110
CUST108949,2006-05-27,4930454264965603,Active,Primary,2025-01-30,BR001,91100.90915828817,227487.74072404875,704,M,Doctor,HNI,Medium,Pending,89234.63680268316,1957-06-08,68,11,3224.77,1,6935
CUST114652,2018-05-24,1064379756211761,Active,Primary,2025-04-06,BR001,61756.65110373773,393073.86545495177,850,M,Software Developer,HNI,Medium,Pending,40204.37199961171,1973-06-04,52,23,5129.8,0,2555
CUST113150,2015-05-25,9508984729390853,Active,Primary,2025-01-16,BR001,4139.046977648831,377897.2325501447,730,M,Entrepreneur,Retail,Low,Pending,28019.49986514616,1959-06-08,66,28,28257.56,1,3650
CUST114066,2016-05-24,6064019987611816,Active,Secondary,2025-04-28,BR001,32609.86582928256,337448.17192392703,893,M,Entrepreneur,HNI,Medium,Rejected,77035.25119768428,1987-06-01,38,25,9667.96,0,3285
CUST105618,2023-05-23,4217041267112208,Active,Secondary,2025-02-21,BR001,16023.600715012077,57740.92861640391,743,F,Entrepreneur,HNI,Low,Verified,77548.53581149933,1975-06-04,50,2,21781.11,1,730
CUST101262,2008-05-26,1044007649892683,Active,Secondary,2025-01-10,BR001,26426.489969806644,469092.2280065849,566,M,Teacher,HNI,Low,Verified,37685.566074572605,1978-06-03,47,1,42602.86,1,6205
CUST102184,2009-05-26,6111920873987417,Active,Primary,2025-02-01,BR001,16533.503874621016,21554.460097740382,580,M,Entrepreneur,Corporate,Medium,Rejected,78318.9962303388,1973-06-04,52,7,88110.78,1,5840
CUST106256,2011-05-26,3266348014552254,Active,Primary,2025-02-23,BR001,69479.6018602841,326550.4329955802,462,F,Scientist,Corporate,Medium,Pending,12793.971256632853,1957-06-08,68,15,13525.74,1,5110
CUST103113,2024-05-22,1178663672951050,Active,Secondary,2025-04-27,BR001,66308.6818114405,29113.79397274702,494,F,Accountant,HNI,High,Pending,58871.271154287264,2001-05-28,24,16,7564.53,1,365
CUST114325,2011-05-26,3783654200463763,Active,Primary,2025-01-18,BR001,97976.9849177083,118588.57710873778,750,M,Merchant,HNI,Medium,Pending,34804.17815734451,1947-06-11,78,11,57633.52,1,5110
CUST106080,2021-05-23,8059361828999897,Active,Primary,2025-04-10,BR001,23130.594045778085,329459.70316341904,792,M,Artist,Retail,Medium,Pending,71865.86073845281,1985-06-01,40,3,20977.34,0,1460
CUST107205,2014-05-25,2409942811877907,Active,Secondary,2025-01-15,BR001,65330.198774727214,68620.60418494394,431,F,Merchant,HNI,Medium,Pending,92374.98641290504,1984-06-01,41,8,44880.6,1,4015
CUST112260,2006-05-27,6897295054748112,Active,Primary,2025-04-30,BR001,18307.58513957581,41656.97706077865,865,F,Artist,Corporate,Medium,Rejected,75339.02983633347,2006-05-27,19,30,51176.33,0,6935
CUST114349,2021-05-23,2390811624775508,Active,Primary,2025-05-19,BR001,75809.95791389453,213306.29555780315,755,F,Teacher,Corporate,High,Pending,71285.28339817512,1990-05-31,35,27,30882.09,1,1460
CUST107683,2006-05-27,4164569183915890,Active,Primary,2025-04-05,BR001,96485.17416721032,240982.30267473496,869,F,Accountant,Retail,Medium,Verified,94390.2538980741,1960-06-07,65,7,41362.27,1,6935
CUST105209,2011-05-26,4258294484408059,Active,Secondary,2025-04-19,BR001,72552.35150692317,474946.2486435834,751,M,Farmer,HNI,Medium,Verified,53470.99737763092,1985-06-01,40,27,74380.74,1,5110
CUST113608,2014-05-25,7240827093408480,Active,Secondary,2025-02-18,BR001,65730.90938645523,290792.5370036198,820,M,Accountant,Retail,Low,Verified,91369.28453595044,2001-05-28,24,3,18493.69,0,4015
CUST101445,2011-05-26,9418973048008508,Active,Secondary,2025-04-07,BR001,77840.86782628403,467028.7365787482,370,M,Scientist,Corporate,High,Rejected,85309.10387232446,1980-06-02,45,22,64018.57,1,5110
CUST104666,2010-05-26,2595321157026546,Active,Primary,2025-04-21,BR001,15851.498405689756,310489.0704550033,338,F,Doctor,Corporate,High,Verified,71461.88512285252,1986-06-01,39,7,85730.19,1,5475
CUST103785,2023-05-23,1808725089886789,Active,Joint,2025-02-12,BR001,42413.06788758604,104540.23759252524,751,M,Accountant,Corporate,Medium,Pending,31287.373231108017,2002-05-28,23,19,47175.58,0,730
CUST102383,2014-05-25,8844016976067421,Active,Joint,2025-02-10,BR001,57461.4317909549,11033.086869908211,683,M,Software Developer,Corporate,Low,Pending,83603.46746983007,2007-05-27,18,27,47040.55,1,4015
CUST100351,2015-05-25,9470314167144996,Active,Secondary,2025-02-14,BR001,23153.51624738248,390711.6379565045,379,F,Software Developer,Corporate,Low,Verified,27952.610940347004,1969-06-05,56,30,86889.13,1,3650
CUST106060,2013-05-25,2813343084977243,Active,Secondary,2025-05-19,BR001,77356.74560521365,425290.1770666968,678,F,Teacher,HNI,High,Rejected,97731.69470513256,1952-06-09,73,16,77514.59,1,4380
CUST109133,2010-05-26,7256576430839013,Active,Secondary,2025-04-27,BR001,71406.38847341911,143950.3770038024,546,F,Doctor,Corporate,Low,Rejected,48105.426007422335,1990-05-31,35,26,12715.9,1,5475
CUST105868,2007-05-27,4008245514547886,Active,Joint,2025-03-04,BR001,66222.22583795174,493635.543874294,459,F,Farmer,HNI,High,Pending,72596.37582986856,1947-06-11,78,24,2704.09,1,6570
CUST105663,2022-05-23,7659940521297710,Active,Secondary,2025-02-13,BR001,78034.02103145112,291449.1420224076,781,F,Accountant,HNI,High,Pending,49052.72591807657,1968-06-05,57,30,83705.98,1,1095
CUST107281,2005-05-27,2799386875159271,Active,Primary,2025-02-19,BR001,98159.58064061662,191316.14137702444,541,M,Software Developer,HNI,High,Pending,11394.490425516047,1954-06-09,71,4,77346.4,1,7300
CUST108789,2012-05-25,3722848287742060,Active,Primary,2025-02-01,BR001,33477.552407323674,233976.79952244236,494,F,Scientist,Corporate,Low,Rejected,10448.837949935816,1976-06-03,49,14,43081.18,0,4745
CUST102340,2024-05-22,6476839717954883,Active,Primary,2025-03-09,BR001,38815.66930990896,134055.6170623185,646,F,Doctor,HNI,Medium,Rejected,70376.03109223078,1946-06-11,79,6,72203.4,1,365
CUST110898,2020-05-23,1181192248867095,Active,Joint,2025-05-11,BR001,50617.19315656953,263561.41159370635,429,M,Software Developer,HNI,High,Verified,53839.19023637527,1997-05-29,28,7,1601.74,1,1825
CUST105940,2012-05-25,5092788495852212,Active,Secondary,2025-03-14,BR001,963.8748989774904,420816.3851025905,402,F,Artist,HNI,Low,Rejected,11843.796825377583,1949-06-10,76,1,35545.62,0,4745
CUST103201,2024-05-22,1269139139877380,Active,Secondary,2025-04-11,BR001,44443.61300389853,180013.43166042786,478,F,Farmer,HNI,Low,Pending,83673.03065064657,2002-05-28,23,10,76794.22,0,365
CUST104013,2005-05-27,9167762548293246,Active,Secondary,2025-01-12,BR001,1544.608684716231,315095.6089265101,822,F,Farmer,Retail,Medium,Pending,12113.014607307838,2002-05-28,23,3,10595.61,0,7300
CUST103263,2006-05-27,1214403311669835,Active,Secondary,2025-01-18,BR001,92498.23261031976,489276.2187044611,417,F,Accountant,HNI,Medium,Rejected,48024.86561542039,1989-05-31,36,30,18700.39,1,6935
CUST104855,2018-05-24,7824402518853988,Active,Joint,2025-04-01,BR001,97891.78671530807,274068.5347503432,499,M,Engineer,Retail,Medium,Verified,91700.46763116104,1977-06-03,48,29,30167.43,1,2555
CUST101654,2010-05-26,5112930036888293,Active,Primary,2025-03-11,BR001,16273.002420289717,205888.7900035688,321,F,Entrepreneur,Retail,Low,Verified,30851.941113680445,1946-06-11,79,30,11951.35,1,5475
CUST108995,2019-05-24,3445260994254708,Active,Joint,2025-01-05,BR001,99529.85301135416,34673.64739974035,668,M,Engineer,Corporate,High,Verified,52786.36924056242,1969-06-05,56,22,38411.39,1,2190
CUST106209,2014-05-25,4916979554526287,Active,Joint,2025-05-13,BR001,69312.99644252649,394530.40454928594,493,M,Farmer,HNI,High,Pending,35572.2814704302,1968-06-05,57,9,22354.04,1,4015
CUST101573,2014-05-25,2723995415957134,Active,Primary,2025-03-06,BR001,59163.12719167295,25069.58907343725,858,M,Merchant,Corporate,High,Rejected,45686.30923206049,1949-06-10,76,17,9933.44,1,4015
CUST107948,2005-05-27,1015625009994337,Active,Secondary,2025-01-16,BR001,61247.71727072272,349758.0807573005,503,F,Teacher,Retail,High,Rejected,49567.2854094721,1946-06-11,79,22,56518.62,1,7300
CUST114090,2018-05-24,3465726637890460,Active,Joint,2025-02-13,BR001,31542.854920024387,382600.7070337348,624,F,Accountant,Corporate,Low,Rejected,26434.23075476739,1993-05-30,32,19,5190.42,0,2555
CUST111357,2023-05-23,2651000983377449,Active,Secondary,2025-03-06,BR001,44884.3966340838,346399.842240165,683,F,Farmer,Corporate,Medium,Pending,81461.56640881626,1989-05-31,36,7,15404.25,1,730
CUST101148,2024-05-22,8906614187145103,Active,Primary,2025-01-04,BR001,98341.95840450891,138503.40166616626,789,F,Teacher,HNI,Low,Rejected,65605.22741615286,1982-06-02,43,1,40989.61,1,365
CUST104128,2014-05-25,9587514687749920,Active,Secondary,2025-05-08,BR001,21063.08226719682,394381.8748834141,829,M,Entrepreneur,Corporate,Medium,Rejected,52113.95277618377,1949-06-10,76,25,5400.19,0,4015
CUST108957,2013-05-25,8111527210053370,Active,Primary,2025-05-04,BR001,43091.5435856393,469389.8144482621,578,M,Doctor,HNI,High,Rejected,88542.89402541061,1982-06-02,43,18,38088.76,0,4380
CUST103470,2013-05-25,8862229743708925,Active,Primary,2025-03-27,BR001,33489.35371585117,334623.0681416736,716,M,Engineer,Corporate,Medium,Rejected,39608.27702935082,1970-06-05,55,5,39462.77,0,4380
CUST112230,2010-05-26,8816129816562439,Active,Secondary,2025-03-20,BR001,55397.08526388312,249160.46183444944,616,F,Scientist,Corporate,Medium,Pending,38000.01785177026,1989-05-31,36,2,10948.37,1,5475
CUST110935,2013-05-25,5107053248979282,Active,Secondary,2025-01-08,BR001,27752.65921281768,168136.96439729232,405,M,Engineer,Retail,High,Verified,85283.86068234596,1980-06-02,45,20,60456.67,1,4380
CUST110764,2019-05-24,2268342630834209,Active,Joint,2025-03-03,BR001,67100.14371978455,483679.696868812,442,F,Accountant,Retail,High,Pending,14210.671892551618,1991-05-31,34,29,48422.97,1,2190
CUST113763,2017-05-24,6469990585354645,Active,Joint,2025-01-18,BR001,66504.74309084746,419386.5302379553,506,F,Software Developer,Corporate,Low,Verified,13237.808553027884,1951-06-10,74,6,15684.28,1,2920
CUST109663,2015-05-25,1116840866401360,Active,Primary,2025-03-27,BR001,79650.6264290681,211714.71406819316,574,M,Farmer,Retail,Low,Verified,55728.66664856533,1987-06-01,38,16,72881.72,1,3650
CUST103118,2007-05-27,9528439666854130,Active,Joint,2025-01-20,BR001,45025.92533513599,121552.74190882052,630,F,Merchant,Retail,Low,Verified,90469.76832330064,1992-05-30,33,22,71572.48,1,6570
CUST106549,2013-05-25,3617896400939935,Active,Secondary,2025-01-03,BR001,25935.00981031106,58847.56029592577,413,F,Engineer,HNI,Low,Rejected,29389.037129665936,2007-05-27,18,18,31168.54,1,4380
CUST109605,2007-05-27,3617624840224478,Active,Secondary,2025-01-31,BR001,2089.1919270476287,17847.456109587663,624,F,Engineer,Retail,Low,Rejected,55918.51169484784,1967-06-06,58,13,31757.42,1,6570
CUST110369,2024-05-22,4139046241345332,Active,Secondary,2025-03-09,BR001,14518.37729719797,110969.28119383851,728,F,Accountant,Corporate,High,Rejected,48015.27071621129,1989-05-31,36,6,6175.87,1,365
CUST101873,2019-05-24,7795017391078363,Active,Joint,2025-02-18,BR001,24846.123584059977,108819.2791850038,693,F,Entrepreneur,Retail,High,Pending,87563.13056364312,2004-05-27,21,7,19102.65,1,2190
CUST106565,2018-05-24,6423665842617060,Active,Secondary,2025-05-21,BR001,26798.877719167525,140530.84057434788,694,F,Teacher,HNI,High,Rejected,99199.92114988535,1959-06-08,66,18,50791.93,1,2555
CUST107893,2011-05-26,7596220122875148,Active,Primary,2025-03-09,BR001,19153.854245521707,126422.5275110078,498,M,Doctor,HNI,High,Verified,77548.29750955898,1984-06-01,41,11,48253.16,1,5110
CUST107919,2013-05-25,5484582682752892,Active,Joint,2025-01-28,BR001,10239.391813505228,83940.36644327457,845,M,Merchant,Retail,High,Rejected,82970.38526108034,1981-06-02,44,2,9735.95,0,4380
CUST102069,2017-05-24,5665070753186702,Active,Primary,2025-03-14,BR001,59457.416155952335,200866.60969600856,532,M,Accountant,Corporate,Low,Verified,33633.57205032369,2003-05-28,22,10,76121.53,1,2920
CUST102244,2023-05-23,1576895100661066,Active,Primary,2025-03-02,BR001,79267.1210349688,319204.8360638794,325,M,Farmer,HNI,High,Rejected,63352.12357840514,1981-06-02,44,27,24177.98,0,730
CUST105871,2014-05-25,1566184167211807,Active,Joint,2025-05-07,BR001,10718.768881373586,447403.2084901312,490,F,Entrepreneur,Corporate,High,Verified,96786.69406965944,1990-05-31,35,24,16605.3,0,4015
CUST107903,2005-05-27,5369504099179372,Active,Secondary,2025-05-10,BR001,50494.37629119936,356220.81861446216,640,F,Merchant,Retail,High,Verified,31907.28268001547,2004-05-27,21,11,37455.37,1,7300
CUST111223,2012-05-25,7784054312017398,Active,Joint,2025-01-15,BR001,77437.6469963643,358888.8137667016,408,M,Farmer,Corporate,Medium,Rejected,49262.736155226274,1986-06-01,39,30,12301.07,1,4745
CUST105403,2017-05-24,5085757304601121,Active,Primary,2025-05-20,BR001,14038.8901457823,157084.12739830016,765,F,Engineer,HNI,High,Verified,66211.30374792647,1997-05-29,28,3,38928.47,0,2920
CUST107043,2020-05-23,8932107679487966,Active,Joint,2025-01-05,BR001,50760.62439156077,142534.34776358033,357,M,Artist,Corporate,Low,Pending,26755.042663298096,1989-05-31,36,3,89420.92,1,1825
CUST114682,2018-05-24,5724118510177326,Active,Joint,2025-03-24,BR001,83235.33426590422,221401.9631042331,595,F,Scientist,Retail,Medium,Rejected,62307.89078070005,1990-05-31,35,1,81657.01,1,2555
CUST103950,2008-05-26,6331795986900135,Active,Secondary,2025-02-06,BR001,60147.514823561374,31464.62446675797,778,F,Software Developer,Retail,Low,Rejected,10874.359143770433,1959-06-08,66,19,82722.36,0,6205
